author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l
Владо Урошевиќ,ГРАДОВИ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенките на минатото,"Сенките на минатото

Крадешкоми набљудува погледот,
Фрагмент од реченица што се губи;
Долг, тежок пат низ мрачни спомени,
Каде фигури на времето се градат.

Тишина што го мрази активниот глас,
Ветерот на тагата шепоти умислен увид;
Анксиозноста крај меморијата се сместува,
Чувство негативно, под притисок на збор.

Темен поглед што не може да види,
Но чувствува смрт што се наближува,
Закопани во културата на вчера.
Сенки на минатото повторно ожива.

Бавно одминува времето,
Оставајќи интерпункциски знаци на болка;
Не постои иднина, само тага и тага,
Бидејќи животот се лизга низ прсти.",366,297,663,3758,56.9555778503418,0.0036983343085942,0.0,0.0,0
Владо Урошевиќ,ЦИГАНСКО ЛETO,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Зачувани Моменти,"Зачувани Моменти

Сликите пламтат во сеќавањето,
фрагменти од време што исчезнува.
Минатото пулсира во срцето,
оставајќи трага што не се гаси.

Преку завесите на меморијата,
животот ми зрачи во слики мирисни.
Во сенката на смртта, се раѓа подарок -
трајно врежаната култура.

Секој удар на часовникот, секое движење,
оживуваат миг по миг, неумолив.
Препознавам во себе онаа што сум била,
во знаците и симболите - прераскажан живот.

Во овие завештани моменти,
што ми ја враќаат татковината,
ја препознавам себеси,
ја соживувам вечноста.",335,276,611,3630,43.27864837646485,0.0035935237757694,0.0,0.0,0
Владо Урошевиќ,МИРИСИ HA ПОПЛАДНЕТО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со работа
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Заборавена меморија,"Заборавена меморија

Сенки на минатото отсекогаш ја протегаат својата студена прегратка,
Темни денови што молчат за љубовта што угаснува.
Очи полни со солзи, тага што не има крај,
Работен ден за ден, без да осети светлоста на денот.

Ах, да можеше да ја заборави таа мрачна слика,
Да се ослободи од болката што ја прогонува во секој миг.
Но, часовникот не застанува, време што тече неповратно,
Само празнина што не се пополнува никогаш.

Сè е обоено во пепелава боја,
Чекори со тешкотија низ тој магол на сеќавања.
Живот крајно осиромашен, обоен со сива нијанса,
Нема оптимизам, ниту светлина на крајот на тунелот.

Само уморна душа, заробена во тој вихор на минливост,
Што чека да го прошета песокот на времето.",387,345,732,4304,42.73210525512695,0.0031174530485223,0.0,0.0,0
Владо Урошевиќ,Тајната на сонувачите,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Лутинa
Тага
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Огледало на самотија,"Огледало на самотија

Сеново, сето ова?
Крик во празнина што нема дом.
Лутината гори, пепелот се таложи,
а јас останувам заробен во моментот.

Сенките играат мрачен танц,
секунди што гаснат, времето што бега.
Зборови распрскани, искидани мисли -
сè што ми остана е тага што не се брише.

Во огледалото се одразува ликот,
изгубен, исплашен, што чека крај на патот.
Но, ништо не се менува, ништо не се движи, 
освен овие зуби што се мачат да ја кршат тишината.",307,235,542,3206,45.47446823120117,0.0037326563418176,0.0,0.0,0
Владо Урошевиќ,ЗИМСКА БАВЧА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сенки на сеќавање,"Сенки на сеќавање

Темни сенки во ноќта се плеват,
како застинати слики одвај трепкаат.
Меланхолични тонови одвај се слушаат,
враќајќи се во времиња што отдаваи се бришат.

Очите гледаат низ магла, забрзани секунди,
во бесконечни кругови запирки и точки.
Помен за животот што еднаш го живеев,
но што сега веќе не е ни дел од сеќавањето ми.

Неповратно минати денови, оставени во вечен мрак,
проколнати сенки на тага и жал за светулавиот зрак.
Сега сум само тука, во овој момент што чека да помине,
без надеж, без радост, само со надворешноста на мене.",333,279,612,3508,47.07080078125,0.004003404351193,0.0,0.0,0
Владо Урошевиќ,ЧАД И СЕВЕР,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Бидување несигурен/колеблив
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Таен свет,"Таен свет

Зад маска на мочна сенка,
дланки што гаснат во темнина -
прикриени вистини, неспокојни.
Опкружен со црни мисли,
измешан во пустина саат,
раздиран од тага и страв.
Далечини што бледеат, гаснат
во потмурни, самотни сокаци -
еден крик во безвремие скриен.
Ризик што тежи,
немир што трепти,
вечно чекање под пепелта.
Осамен и раскрекан,
во епохата што тлее.",390,208,598,2866,66.18177795410156,0.0035202991732163,0.0,0.0,0
Владо Урошевиќ,ПОПЛАДНЕ ПО ДОЖДОТ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Живот во моментов,"Живот во моментов

Кристална чаша полна со сласт,
редови бои што плескаат во осмев.
Јадам сенки на светлина, пиешкам сјај,
во овој сегашен дом на вкус и време.

Трепкав миг - фрагмент од радост,
меко допира на сетилата пулсира.
Животот, што како ведро портокалево сјае,
во сега цвета, во моментот живее.

Искрави ми мислите, слатко ги впии,
познанствата со секоја секунда мрсат.
Денот ми е печка што пече успомени,
топат се низ мигот што се одвива.",316,236,552,3236,63.56277847290039,0.0043475122301698,0.0,0.0,0
Владо Урошевиќ,ЛЕТЕН ДОЖД,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сенки на минатото,"Сенки на минатото

Во темнината на забораната,
минувајќи низ времето, како лутина на ветрот -
фрагменти на реченици, криесат во душата,
навраќајќи се со мерзелив чекор.

Ведрината на денот се стишува,
оставајќи ги само сенките да лутаат.
Погледите се перфорираат во сегашноста,
а очите, жални, кон минатото се враќаат.

Тежината на трагедијата, болеспомен,
шепоти низ секоја пукнатина, во секој агол.
Уши во ветрот, душа во тага,
срце што се бори со времето, како жив пламен.

Сеќавањата не попуштаат, не се губат,
туку се закотвуваат, бескрајно, вечно.
Молкот на ноќта ги чува, ги криe,
немајќи сопствени зборови да ги искаже достојно.",330,329,659,4098,43.98876953125,0.0064212820223499,0.0,0.0,0
Владо Урошевиќ,ПОПЛАДНЕ ПО ДОЖДОТ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Тажни слики од минато,"Тажни слики од минато

Самотен одек од скришни чекори,
одзвукува во празните соби.
Сенки од спомени фрлаат болен поглед,
врз изгубените времиња.

Тивок шепот на меланхолијата,
спроведува тага до заборавената душа.
Отекнуваат тажни реченици,
во празното ехо на напуштен дом.

Замрени слики од минатото,
искрено ја осветлуваат сегашноста.
Во заминувањето се крие вечната свет,
на оние што еднаш го викале овој дом.",369,219,588,2771,54.06953048706055,0.0039156973654287,0.0,0.0,0
Владо Урошевиќ,ΚΟЊΑΗИЦИ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Одјекот на тага,"Одјекот на тага

Во замрзнати моменти, што одекуваат низ времето,
Тагата се раствора, оставајќи чувства во ефирот.
Речиси комуницирачки, грубите зборови се губат,
Како расфрлани сенки врз поминатите патишта.

Во остри визии, ризикот се плете низ ноќта,
Пулсирајќи низ просторот, како сомнежи што не умираат.
Движечки се емоциите, безгласно се протегаат,
Обвиткувајќи ја душата во нејасно и темно.

Минатото како аудио се повторува, вртејќи се,
Оставајќи траги што не исчезнуваат. Тагата вечно живее,
Во текот на времето, бледите слики крваваат,
Но одјекот на тажниот глас останува, заробен.",426,308,734,3358,51.155364990234375,0.0035615558401291,0.0,0.0,0
Владо Урошевиќ,БЛАГА ЗИМА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат болест
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Расплетени сенки,"Расплетени сенки

Минатото како спомен болен,
во сеќавањето се исплетува.
Тагата како сенка се вткајува,
во моментите што ги живеам.

Зборовите што се неизречени,
во тишината се растегнуваат.
Болката што во душата се крие,
во тагата ме заробува.

Времето што споро оди,
ми го гаси видот за иднината.
Немоќта што ме обзема,
ми ја затемнува радоста.

Осаменоста како болест,
ме напаѓа во секоја секунда.
Немам сили да излезам,
од расплетената мрежа на тага.",347,239,586,2949,38.8517951965332,0.0039500522483366,0.0,0.0,0
Владо Урошевиќ,Попладневно капење в море,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Дамнина под кожа,"Дамнина под кожа

Во праската на времето,
искрите на спомени,
дамнина под кожа.
Избледени сенки на минатото,
вкочанети во сегашноста,
дишат низ изгубени зборови.

Здивот на вековите,
ехо на болка во празните дворови,
останки на душа во замрените дамари.
Црн гроб на културата,
погребан во заборавот на денот,
трага на постоење во истрошените зборови.

Немоќна тага во осамен поглед,
проткајана низ густите сенки,
потонува во далечината на времето.",379,223,602,3276,65.24996948242188,0.0009040235976099,0.0,0.0,0
Владо Урошевиќ,ДОАЃАЊЕ НА ПРОЛЕТТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Сенката на спомените,"Сенката на спомените

Во заморни денови, тишина гробна гори,
Свитоци од минатото, ветер ги носи.
Трага од постоење, облак од прашина,
Кај тие сиви слики, вечност почива.

Низ магла од сеќавања, светлина се губи,
Вриска од тага, во срцето се слуша.
Бледи ли сонот, во полноќна мрачнина,
Сенката на времето, пред мене застанува.

Во замка на ридови, осамен стојам јас,
По пат налутен, во туга се гуша час.
Мигови од живот, како ехо се враќаат,
Една по една, лисја се откинуваат.

Со болка в душа, надворешниот свет ме мака,
Тага ја чувствувам, како густа магла што пада.
Темни бои на минатото, сега ме водат,
Низ ликови и рамки, што вечно ме следат.",355,335,690,4375,45.50322341918945,0.0056322609577124,0.0,0.0,0
Владо Урошевиќ,ЛЕТУВАЊЕ КАЈ ВУЈКОТО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенка во моето дом,"Сенка во моето дом

Во мракот, слика бледа се движи,
Фрагмент од минат спомен, што не згасува.
Лелејќи се во времето, зрак на смртта пламти,
Сјај расипан, раздробен во моите оči.

Низ мигот крунат, одекнува тага,
Што во ветерот фрлено било, ветување за дом.
Неми молби, тантали, што во срцето збиднува,
Одзивајќи се како плач, на ова время.

Увидот блед ме дави, во тишина што ме мами,
Во спомени недереци, сенки скриени таму.
Мемория што умира, што отвора глас,
На тагата, на болката, што никогаш нема да прогрми.",345,272,617,3488,62.72128677368164,0.0061488326232058,0.0,0.0,0
Владо Урошевиќ,ПОСЛЕДНИОТ ДЕН НА ЛЕТОТО,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенка на зарези,"Сенка на зарези

Тишина се кријат во зарезите,
Сенки што го пијат звукот.
Слики сомнителни, растат зад тишината,
Созреани од јадови, окутани од тага.

Тежина на зборовите, распаѓа се во минатото,
Остава им полека на сета перцепција.
Движење неискажливо, шепот нејасен,
Мириси на давни денови што не се вратија.

Минливост на денот, празнина во просторот,
Дрвја што молчат во темнината.
Вечност во една запирка, вечност што се губи,
Непотребност на сето она што некогаш беше.",391,241,632,2980,41.91386795043945,0.0037068179738222,0.0,0.0,0
Владо Урошевиќ,ΚΑΚΟ ДОАЃА ПРОЛЕТТА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Сенката на тагата,"Сенката на тагата

Во мрачна тишина, сенките се влечат,
Дочекуваат ги очите што гледаат.
Загубен во магла, болката се рие,
Сите бои избледуваат, светлоста ми вене.

Коса испреплетена, очи полни солзи,
Кршам се од жал, со душата што плаче.
Моментот сопира, застанува времето,
Само одек на тага во мојата самотија.

Уморни цртки ги оставаат траги,
Недвижни контури што ме гушат.
Одвреме-навреме, зрак светлина се појавува,
Но брзо се гаси, во бездната на мракот.",303,249,552,3291,56.92891311645508,0.0034889195914414,0.0,0.0,0
Владо Урошевиќ,ПРИВЛЕКУВАЊЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови за комуникација
Бидување несигурен/колеблив
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сенка на Гласови,"Сенка на Гласови

Слушам го гласот на минатото,
Шепот што одекнува во темнината.
Несигурно чекорам низ овој лавиринт,
Обземен од страв и тага.

Погледот ме води кон непознати простори,
Каде сенките играат своја игра.
Времето губи значење во овој ветрополов,
Понесен од бесконечниот вир на сомнеж.

Секој збор е полн со закани и ризици,
Што ме влечат во бездната на темнината.
Смртта ми шепоти на уво,
Додека ја утврдувам тежината на минатото.

Живам во моментов, но душата е оплакана,
Несигурноста ми ја зема надежта.
Дали ќе успеам да ги разбијам оковите?
Или ќе бидам уништен од гласовите на ноќта?",442,312,754,3924,42.33313751220703,0.0034634568292217,0.0,0.0,0
Владо Урошевиќ,BЛEЗ ВО ПАРКОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Магична самотија,"Магична самотија

Во тажна гладка тишина,
Сенки се лишки што врват –
Подвижни форми што трепкаат,
Врвици светли што пламтат.

Црн танец на празнина,
Ритмот на мракот што души.
Душата боли, саркофаг
Што захтева повеќе души.

Тажни се зборовите што бродат,
Недоречен јазик на ветер.
Самотијата што влече,
Смртен немир што не згаснува.

Во темни предели, потонати,
Желби и сјај кои горат,
Ноќ по ноќ, како прокле́та,
Времето лета, време е за да умрам.",359,247,606,3187,42.18309020996094,0.0035530781944723,0.0,0.0,0
Владо Урошевиќ,МИСТЕРИИТЕ HA CKOПJE,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Меланхолија на сенките,"Меланхолија на сенките

Тага во душата, сенки во срцето,
Минатото шепти, рухнати моменти.
Времето ми бега, сега ме напушта,
Во оваа самота, се губам, се душам.

Очите гледаат светот што избледува,
Болка во секој чекор, што ме опкружува.
Животот како тама, ме обвива тивко,
Во овој мрак, јас умирам, полека и бавно.

Слики од премин - од живот кон таја,
Носталгија за минатото, што повеќе не се враќа.
Сигурност во ништожноста, само уште ова ми остана,
Овие тажни зборови, што во срцето ми одекнуваат.",330,263,593,3254,31.48110580444336,0.0071347908894794,0.0,0.0,0
Владо Урошевиќ,СЕПТЕМВРИ BO ГРАДОТ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Осамена сенка,"Осамена сенка

Во таа студена ноќ,
гледам како капките дожд,
се слеваат по прозорското стакло.
Сенката што се влече,
тивка и сама,
го одрази мојот болен поглед.

Толку блиску, а сепак толку далечна,
загубена во себе, ранета душа...
Изгубено време што неповратно тече,
во тишината што душата ја души.

Денес само црна тага ме гуши,
а небото ме гледа со безжизни очи.
Зошто ова чувство што не престанува да ме души,
ме праќа во вечна самотија да се распаѓам.",341,236,577,3088,50.80868148803711,0.0073382798515555,0.0,0.0,0
Владо Урошевиќ,ЉУБОВНИЦИ ЗАГИНАТИ  BO ЗЕМЈОТРЕСОТ,"Фигуративен јазик
Активен глас
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Сексуална содржина
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенки низ времето,"Сенки низ времето

Во црни сенки се гушам,
Минатото ме гуши.
Сликите се бледи, свеждина губат,
Животот како смрт ми се чини.

Копнеж што ме растргнува,
Љубов што ме уништува.
Тагата е мрачна, а солзите студени,
Во овој свет полн со болка смени.

Секунда по секунда, цртам права,
Што во вечноста ги губи трага.
Ова време ме гризе, ме јаде,
И во празнина ме однесува.

Ноќите се долги, а денот не светлее,
Сè е темно, животот не цветее.
Затворени очи, притајени дишења,
Само болка, самота и тишина.",329,268,597,3763,44.96811676025391,0.003535638454914,0.0,0.0,0
Владо Урошевиќ,ВЕНЕЦИЈА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темна симфонија,"Темна симфонија

Во сенката на минатото, одгласи се чујат,
Мелодија што трепери, во срцето се стопува.
Тишината, збор по збор, се распаѓа,
Оставајќи само одекот на изгубени денови.

Сликите, што некогаш блескавеа,
Сега се растворуваат во сивило.
Движењето, што не застана, сега замира,
Потонувајќи во бездна на вечна тага.

Поминати времиња, како сенки, се навраќаат,
Мртвите гласови повторно се будат.
Миговите, што веќе не се вратат,
Оставија трага на увреда и горчина.

Во темнина, звукот на самотија одекнува,
Одразувајќи се во душата, како темен облак.
Таму, во длабочина, време застанало,
Оплакувајќи ја судбината што нема да се промени.",364,324,688,4328,27.364171981811523,0.0031919969322421,0.0,0.0,0
Владо Урошевиќ,ПОСЛЕДЕН ГРАД,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенки на потиснато,"Сенки на потиснато

Изгаснатите зори
обвиваат ме во тага.
Дамнешни мигови,
узурпирани од времето,
отсликани ги гледам
во прамените на сеќавањето.

Немост душата ме гуши,
срцето копнее по загубено.
Извештени рози во сенките,
ми шепотат за изгубеното,
што вечно ќе остане
под килимот на меланхолија.

Во ноќните тишини
тихо се стаписувам,
во безнадежноста
што ме обгрнува,
во очекување
на зората што не доаѓа.",335,230,565,3167,41.34811401367188,0.0034391741501023,0.0,0.0,0
Владо Урошевиќ,ПРОЛЕТНО РАСПОЛОЖЕНИЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со култура
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Ликовно платно на времето,"Ликовно платно на времето

Во сликовит танц на зборови,
Фрагменти на мигови се преплетуваат.
Долга нишка на живот ни предизвикува,
Со активен глас нè милува.

Нејзините убави зборови,
Ни ја откриваат сегашноста.
Нивните визуелни нијанси,
Ја бојат оваа културна надеж.

Позитивна емоција во сите нас,
Се преточува во песна.
Позитивен тон што го слушаме,
Нè води кон вечност прекрасна.

Жените во фокусот на времето,
Со симболи што нè водат напред.
Ликовно платно на времето,
Во кое сите ние се огледуваме.",347,268,615,3706,43.62493896484375,0.0036787889476983,0.0,0.0,0
Владо Урошевиќ,ЗИМСКА ПЕСНА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Меланхолија во сеќавања,"Меланхолија во сеќавања

Во сенки на времето се губат моменти,
тишина шепоти низ помрачен спомен.
Слушам гласот на срцето што вене,
зад минати желби што замираат брзо.

Замаглени сликите на љубов просјачка,
што тлее во очи што сега ме гледаат.
Тивко, тивко, се трае самотија,
што потонува во море од тага.

Се раздвојуваат патишта на немила,
средби што никогаш веќе нема да има.
Испрекинати стихови од емоции,
тажат со болка во звуци на самота.

Таму каде што сонцето никогаш не огрева,
прелива се залез во темнини кобни.
На ветрот што дува над вечноста ипозабавена, 
зборови уморни умираат неслушнати.",384,304,688,4165,50.90657043457031,0.003058864235175,0.0,0.0,0
Владо Урошевиќ,ЗАЛЕЗ BO ГРАДОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Заробен во сенките,"Заробен во сенките

Во мрачната тишина на миновите дни,
во мигови заткаени од тага и сеќавање,
отежнати чекори низ палежот на времето
разоткриваат фрагменти од изгубеното.

Рефлексии на неизречена болка,
страдања што ги носат скрените погледи,
зурат низ истрошените, несовршени рамки,
чекаат, но залудно, спасение од заборавот.

Во сенките на минатото, во таетро на сетилата,
се губи смислата на постоењето,
а време што стрмоглаво тече остава трага
на таен јад во срцето, неповратно.",379,243,622,2734,74.07122039794922,0.0042452116291251,0.0,0.0,0
Владо Урошевиќ,ЗИМСКО MOPE,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Времето што го загубив,"Времето што го загубив

Низ магловитите сенки на споменот,
Се лутам на минатото, исплакано и избледено.
Како зрна песок низ прстите ми го пропуштам,
Времето што го загубив, закопано под лисјата на ноќта.

Ах, колку поемски фрагменти, недоречени,
Нишани од делови на реченици, напуштени.
Во зеницата на меланхолијата ги гледам,
Како во маглата на непостојано место се губат.

Во темнината на ваквата онеможена визија,
Ја одбивам мрачната вистина, со толку болни емоции.
Под тежината на сето ова, душата ми се крши,
Чекајќи последна надеж во времето да воскресне.",344,277,621,3715,53.33023071289063,0.0038266213132481,0.0,0.0,0
