author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l
Славко Јаневски,Порака,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Увид
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со ризик
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат стекнување
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови поврзани со слободно време
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат семејство
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи
Оксфордска запирка",Песна за планината,"Песна за планината

Високо во планините каде што ветрот слободно вее,
Таму каде што снегот сјае како бисери,
Се издига мојата песна како горд гласник,
Носејќи во себе прекрасни пораки.

Гордите облаци во небото се соединуваат,
Создавајќи хармонија што срцето ни го полни,
А ехото на планината нежно ни ги пее,
Зборовите исполнети со нескротлива љубов.

Моите очи блескаат како капки роса,
Крај чистите извори што течат безгрижно,
Додека чедата мои се играат весело,
Радувајќи се на убавините што Земјата им ги дарува.

О, мајко моја, во твоите бели гради
Се гнезди мојата вечна љубов и верност,
Твоите очи, полни со нежност и топлина,
Ме гледаат како драгоцено чедо твое.

Јас сум твоја песна, мила моја планина,
Што пее за твојата непроменлива убавина,
Што слави твојата величина и сила,
И ја восхитува твојата божествена хармонија.",1259,401,1660,9273,22.52760887145996,0.001673752397382,0.0,0.0,0
Славко Јаневски,Ноќ  пред  Илинден,"Фигуративен јазик
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Зборови поврзани со меморија
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Збор за моето село,"Збор за моето село

Во нежните гради на мајка природа,
мое село се скрива, душа сакана.
Во него живеам, во него порастув,
во него најдов, љубовта своја трајна.

Под темни сводови на стари ореови,
расте родна лоза, миризба медена.
Под месечината, пеат соловите,
песна за моето чедо, мома љубена.

Во очи сини, чисти како зора,
ги гледам одразот на татковски дом.
Што неизмерна љубов во себе крие,
во срцето мое, за него живеам и сум.

Сега кога одам по патот минливи,
во сечија душа, мојот збор ќе влезе.
Да раскажам за селото на моите очи,
од кое порано, никогаш не ќе побегнам.",568,291,859,8395,35.22682571411133,0.0020149463729816,0.0,0.0,0
Славко Јаневски,Балада  за  Црногорската  мома,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на иднината
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Песна на селото,"Песна на селото

Во тивкиот впир на селото,
каде што гради се белат
и чедо се лулат на јачјо,
каде што моја љубов ме вика -
таму живее полет и спокој.

Под сонцето што грее нежно,
врз бели стрви и пајтони,
гледам момите како одат
со песни на усните и светлина во очите.
Се дига песна што одзвонува
како ехо во шумата околу.

Во моето село, мајко,
каде што времето застанува,
каде што секој е брат и сестра,
каде што срцата се исполнети
со чедо, гради и бела мома -
таму е мојата навека љубов.",1085,248,1333,6835,38.34859848022461,0.0006169627766871,0.0,0.0,0
Славко Јаневски,Свадбарска  песна,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Говор за постигнување
Увид
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови кои изразуваат замор
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со работа
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на иднината
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат мажи
Интерпункциски симболи
Броеви",Меланхолија на маченото чедо,"Меланхолија на маченото чедо

Во селски гради, мајчино чедо копнее,
за милост не вика, ни помош не бара.
Во тивок шепот, својата болка распее,
самотен стои, руши ја радоста стара.

Очи од сон, скриени зад коси бели,
што некогаш блескаа, животна сила даруваа.
Љубовта џгатка во нив се веќе згаснела,
а желбите ниеден остров не снаоѓаа.

Испаден од времето, забрвен од светот,
сенка од маченик, сега самец остана.
Во село што некогаш дом му беше мил
сега само ехо од песна одгласува.

Зошто така жал да спомнам, мила мајко?
Зар не видов во твоите очи саранет споменар?
Во твојата душа, болката длабока маричка,
што како болен месец, никој не може да ја зацари.

Доколку ли сакаш твојата тага да ја скришам,
во мои раце ја засолни за мало време.
Би ја заменил твојот бол со својата душа,
за да не клечиш сама, во ова пусто време.",1215,407,1622,6345,44.4476203918457,0.0009415778963709,0.0,0.0,0
Славко Јаневски,Зоја - 5,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Прикажување меѓучовечки конфликт
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со политика
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Зборот на селото,"Зборот на селото

Во зарите на мојата мома, 
што ми ги носи селското чедо,
лебди љубовта на мојата мајка,
нејзините разлистани гради.

Та, што да речам јас - селот мое,
што да ти донесам, душо моја?
Можеби песна од стари времиња,
можеби збор што низ очи тлее?

Во ноќите кога гледам во даљината,
низ теченијата на застарените политики,
во мислите што наликуваат на модра звезда
што трепка меѓу ребрата на чедото,

Те гледам, село мое, како седиш на обалата
и ги миеш очите во морските бранови на времето,
барајќи во минатото некоја давна љубов,
пред да залегнеш во мракот на вечноста.",953,290,1243,5416,41.51443099975586,0.0021255035658507,0.0,0.0,0
Славко Јаневски,Илинка  сончева  свршеница - 1,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Моја бела мома,"Моја бела мома

Во селото тивко, под ѕвездите бели,
Љубовта прошепота најнежна песна.
Чедо на мајка, во гради се згрчи,
Кристални очи, ко ѓердан го вјени.

Во моите раце ја држам, нежно, 
Мојата бела мома, сè род и мило.
Ја милувам нежно, со срце силно,
Тука, во ова наше малечко село.

Во време што поминува, вечно ќе биде,
Мојата мила, мојата сродна душа.
Љубовта во нејзини очи обајма,
Во нејзини гради, небесни дарови.

Во твоја нега душата ќе ми почива,
Мила моја, мајко, бело мое чедо.
Во твои раце, ќе расцветам вчесна,
Твоја ќе бидам, до крај на мојата песна.",980,323,1303,5859,20.417369842529297,0.0021385552415081,0.0,0.0,0
Славко Јаневски,Зоја - 6,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Гласови на селската нега,"Гласови на селската нега

Во душата на селското чедо
заспанати се споменидревни,
гласови мили на мајчина гради
и мила песна на бела мома.

Во гледот на селската мома
што суза росна во очи крие,
прозираат мисли за жртва голема,
за љубов што тука умира.

Но, селската мајка во тага бела
и со молитва од срце пуста,
во ноќта темна ја крие целата
судба на чедо, на село, на нас.

Оплакува песна далечна, исчезната,
во ветрот шумот на бели гради,
но само селската Мајка во темнината
зборови бели пушта нека да звучат.",932,250,1182,5440,51.60324096679688,0.0033418222912648,0.0,0.0,0
Славко Јаневски,Украина,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со внимание
Зборови поврзани со привлечност
Зборови поврзани со ризик
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови поврзани со работа
Зборови поврзани со политика
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи",Песна за мојата мома,"Песна за мојата мома

Во бели гради што ми ги гали,
Нежно сонот ми ја плие.
Очите ми ги пленат, залатат,
Како јасните ѕвезди на пладне.

Младоста ми ја дарува, полна,
Под бледата месечина.
Меко ме милуваат нејзините гради,
Како свила от бела рина.

Но, кога моќни копнежи гори,
Се врвам кон таинствена цел:
Да ја забранам во мајчини гради,
Како чедо во кошот мил.",1195,213,1408,3221,35.72736740112305,4.3768930283390765e-05,0.0,0.0,0
Славко Јаневски,"Планино,   планино - 4","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови фокусирани на сегашноста
Интерпункциски симболи",Селска песна,"Селска песна

Во белите гради на мојата мома,
Мирише на свежина полска, селска.
Нејзините очи, чедни и наивни,
Ме гледаат со љубов, исполнета и вечна.

Таа е цветот на нашето село,
Таа е песната што ја пеат ридовите,
Таа е светлина што нè грее во зора,
Таа е мајката што ни ги крепи животите.

Во нејзините нежни раце почива
Цела моја душа и моето срце,
Нејзините милувања ме гревеа
И ме правеа да бидам силен и храбар.

О мила моја, бела и невина,
Те љубам нежно, со сите мои сили.
Оти ти си мојата радост и среќа,
Без тебе животот ми би бил пуст и сив.",909,297,1206,6188,22.05820655822754,0.0029476043941373,0.0,0.0,0
Славко Јаневски,Зоја - 9,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Срце во светлина,"Срце во светлина

Во ореолот на тишината
чувствувам тагата во градите.
Песната што ја крева своето чедо,
ја љуби во очите бистри и бели.

Моите раце ги шират крилјата,
да замират во твојата љубов.
Небото што донесува нова зора,
ме води кон мајчините гради.

Овие мигови се нешто повеќе
од режисирани борби за иднината.
Тие се чекор во светлина, 
во трепетот на времето што доаѓа.",502,200,702,3342,52.636077880859375,0.0039005616982566,0.0,0.0,0
Славко Јаневски,Осаменица,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Интерпункциски симболи",Селска песна,"Селска песна

На чедото мое во селската песна,
Со гради нежни како мака бела,
Љубовта моја ти си, мома млада,
Ти што ми ја грееше измачена душа.

Твоите очи спокојни, како небо ведро,
Гледаа во моите – исполнети со тага.
Ја видов смртта, зад твојот лик блед,
Како се плеска меѓу нас, студена и црна.

Белите цветови на мајчина љубов
Венуваат, а ја нема радоста моја.
Сама сум, во празнина без твојот глас,
Без твојот осмев што ја греело моја душа.

Ридовите селски сега ми се тајна,
Песната замира во моите гради.
О, мајко моја, носи ме во свои раце,
Во твојата утроба да умрам во мир.",994,306,1300,6948,30.79226493835449,0.0029196618626207,0.0,0.0,0
Славко Јаневски,"Планино,   планино - 3","Фигуративен јазик
Активен глас
Тага
Неутрален тон
Зборови фокусирани на минатото
Интерпункциски симболи",Моја Очи,"Моја Очи

Во селото што го носев во гради,
каде што мајчината песна с-ја слушав,
кроз зари и мрак, скромно и вредно,
под бремето на секојдневни труди,

во таму, во срцето што го чува
нежниот глас на давно заминати денови,
во селвата меланхолија се вграде,
кога гледам во тамните очи, мои.

Зар не знаеш, душо моја,
дека во твојот поглед е заточена
вљубената душа на мајка ми и моите чедца,
со сета болка и љубов вкопчена?

Да, во твојот поглед се крие
таа бела мома од моето село, 
со гради што ме носеја, малечко,
со раце што ме колевкаа мило.

Гледам во тебе, мои очи,
и во тажен спомен потонува срцето,
но во тоа тажење живее љубовта,
што ја обѕува душата и животот.",810,339,1149,6270,35.20591735839844,0.0021886918032377,0.0,0.0,0
Славко Јаневски,Очи,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со љубопитност
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мојата бела мома,"Мојата бела мома

Во село, под бела месечина,
љубов моја спие на планина.
Чедо мое, краде ми душата,
мојот поглед јадно кон неа оди.
Пеам песна што од гради души,
копнејќи по моето бело дете.
Очите ми жедни ја бараат,
меѓу бели грнчиња и цвеќиња.
Време минува, но не се враќа,
мојата мома, толку сакана.
Длабока тага во срце ми живее,
љубов што никогаш ќе се врати.",988,209,1197,3432,30.005624771118164,0.0039531204396193,0.0,0.0,0
Славко Јаневски,Јaс  пак ќе  се  вратам,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Индикација на сигурност
Увид
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Повторени зборови
Зборови кои изразуваат количина
Интерпункциски симболи
Оксфордска запирка",Песна за село,"Песна за село

Во тишината на селото,
Крај белите гради на мајка,
Процутува моја песна.
Чедо мое, мрак те браздил,
Но светлината те загрнала,
Во твоите очи.

Низ полињата на споменот,
Нежни чекори твоите,
Во седефните дамари на ноќта.
Љубовта те води, мома,
Допирот чувствуваш на вечната.
Твојата душа сега слободна.

Разиграни ле́ти на зборовите,
Меѓу радостите во гради,
Твојот глас го пее селото.
Тагата ми предава нејзините клучеви,
Во подвижните мигови памтам 
Твојата привлечност.",1107,267,1374,5476,44.20211410522461,0.0002558384653067,0.0,0.0,0
Славко Јаневски,Твоја и моја земја - на Никола Јонков Вапцаров,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Говор за постигнување
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Позитивна емоција
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со внимание
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат стекнување
Зборови поврзани со смрт
Зборови поврзани со слободно време
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Повторени зборови
Зборови кои изразуваат количина
Интерпункциски симболи
Оксфордска запирка",Повест за песна и чедо,"Повест за песна и чедо

Во тишината на овој селски атар,
каде што времето минува брзо,
старинските камбани чујат се и тамо,
а песните ретко им се отпеваат на таа мома.

Во градите накај срцето одекнуваат
нешта што се вечно и неповратно.
Ветерот шемети по полињата,
носејќи мемории од тие стари времиња.

Некогаш што диво и прекрасно пееше,
песната ко бела гулаба, нежно и силно,
денес е тивко, ноќи дрема, ја душа
што ја носи уз овие стари удишки.

Сепак, таа туку му зборува некојси чедо,
што на нејзините криља вива и пее.
Во мајчините гради твојата душичка живее,
нежна и силна ко старинската песна.

Неодамна песната уште пееше,
но од тој спокоен и чист извор,
веќе ја нема таа, останува само
спомен за нејзината сјај и гор.

Душата на песната живее во тебе, мало,
во твојата девичанска невина суштина.
Ти јачи ја нејзината снага и жар нејзин,
тие нека навек ја огреваат татковината.",1226,435,1661,7430,36.22404479980469,0.0008024008157558,0.0,0.0,0
Славко Јаневски,ПЕСНА  НАД  МОЈАТА  РОДИНА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Увид
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови поврзани со работа
Зборови поврзани со политика
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Песна за љубовта,"Песна за љубовта

Сон за убавина,
Моја бела мома,
Што низ твоите очи
Блеска и грома.

Во твоите гради
Чекам да се сместам,
Да пијам од меките
Твои устни сласти.

Што блеска од лице
Твое, како бела
Зора во селото,
Пак ќе грее цела.

Ти, моја чедо,
Што си болка и мирис
На цвеќе пролетно,
Што мирис од лирик.

Овде, пред нозете ти,
Како роб ја согледам
Немоќ и моќ на мојата
Мајчина љубов ведрина.

Ти си мој мил свет,
Душа од срцето,
Мајка на мојата
Блаженост тотално.",1135,281,1416,4188,20.319196701049805,0.0024445693116254,0.0,0.0,0
Славко Јаневски,Црна  балада,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Морализирање
Бидување несигурен/колеблив
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови кои изразуваат замор
Зборови поврзани со смрт
Зборови поврзани со работа
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат мажи
Зборови кои означуваат социјален статус
Зборови кои означуваат сиромаштија
Интерпункциски симболи",Поток од песни,"Поток од песни

Испреплетен во ткаенина од сенки,
се движам низ пустош на селски патеки.
Загрубен од ветер, обветрен и сам,
остро вирам низ оваа тама, без глас.

Во даноци на жед, без капка за пиење,
во години на мрак, без ведра расположение,
низ тага и немир, без ничија прегратка,
скромно чекам да дојде и мојата благодатка.

О, кога ќе засјае зора во моите сеќавања,
можеби ќе најдам рана утеха во нејзините објавувања.
Во нејзините сребрени очи, длабоки како корени,
ќе ја пронајдам мојата давена душа, оплакана и смени.

Волнено срце ќе заѕвони во нејзините нежни гради,
а мојата посрамена песна ќе се роди во нејзини ведри ќади.
Мајчин загрлај ќе ме облее со милост и спокој,
и јас, како чедо, ќе најдам свој мир во нејзиниот крај.",1142,383,1525,6607,32.18114471435547,0.0037010598649538,0.0,0.0,0
Славко Јаневски,Сватовска,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Говор за постигнување
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со храна или јадење
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои изразуваат количина
Интерпункциски симболи",Песна за мајка,"Песна за мајка

Во тажните села на мој роден крај,
каде облаците се раѓаат и угаснуваат,
каде шумите ги слушаат зборовите на мајка
и ја пеат нејзината песна на мир и радост,

Тука, во тие идилични предели,
котлината моја во градите мирно почива,
во мекиот загрљај на мајчини гради,
меѓу куќите и полињата, меѓу цвеќињата и чедата.

Ох, како сонце што грее врз нашиот дом,
таа ја леле мојата мајка, моја утеха и радост!
Погледот ѝ е мека светлина, обраќањето - љубов,
а грижата за нејзините деца - вечен занес.

Мајко, благослов на твојата душа!
Колку пати ме грејат твоите мили зборови,
твоите милувања од моето детство,
што вечно ќе живеаат во мојата душа.",1028,338,1366,5852,21.032421112060547,0.0028110523009185,0.0,0.0,0
Славко Јаневски,Девојка  и  сокол,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Пеење за мајка,"Пеење за мајка

Низ селските патеки, крај полињата златни,
мојот разум те бара, о мајко мила моја.
Во твоите бели гради, полни со љубов, 
наоѓам спокој и мир, средината сосем своја.

Твоите очи ме гледат, нежно и топло, 
како да ми зборуваат, искрени зборови.
Ти си мое чедо, мајко, ти си мојата ѕвезда,
твојата песна одекнува во моето срце.

Колку убаво, мајко, колку чувствително,
ти да ме држиш во своите силни прегратки. 
Да чувствувам како твојата љубов ме гали,
да бидам тука, дома, крај твојата топла маика.

Пеј, мајко, пеј твојата мелодична песна,
нека ја слушнат сите што те сакаат толку.
Нека се раздвижат сите села и полиња,
бидејќи ти си светлина за мене и за секого.",967,355,1322,7200,22.3696231842041,0.0030301294271701,0.0,0.0,0
Славко Јаневски,Селанец,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Говор за постигнување
Увид
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со работа
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка",Мигови во село,"Мигови во село

Во тивките ноќи, кога мов'тот спие,
песната на мојот завет слободно се вие.
Во белите гради на бистрата мома,
пулсира крај мени, вечна и сама.

Кога погледите ми се спојуваат со нејзините,
зборувам без зборови, а тој јазик го знаиме.
Душата ми се топи во нејзините очи,
во црната длабочина, каде што светлината пламти.

Неразделни сме ние, како село и моја домашна,
како мајка и чедо, како сонце и зора ведра.
Јас и мојата вечна, непресушна љубов,
како што е вечна земјата, небото и обловот.

Во тивки ноќи, во пелени од мов,
ја гледам како цвета, растејќи во мојот ров.
Таа е мојата песна, мојата здреба, мојата света,
која ја носам во своите гради, полна и вечна.",1072,343,1415,5717,24.91690826416016,0.0011880727676847,0.0,0.0,0
Славко Јаневски,Илинка  сончева  свршеница  - 3,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Пелен цвет,"Пелен цвет

Во ноќта нема граници,
а мојот збор - крилја птичји.
Пленет сум од твојот полет,
од твојата грация, мој пелен цвет.

Во моите зборови гаснат далнини,
а очите ти - звезди палат внатрини.
Ти си моето минато, сегашност, иднина,
љубовта кон тебе - вечна, недокосната.

Во твојот допир лежи коб,
длабока ко море, тајнаста ко гроб.
Со тебе научив да летам, да патувам,
да живеам во сегашноста, да сонувам.

Нека ноќта нема граници,
а мојот збор - крилја птичји.
Јас пленет сум од твојот полет,
од твојата грација, мој пелен цвет.",959,293,1252,6361,19.249162673950195,0.0029063896057379,0.0,0.0,0
